"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","link"
"557","1hr Report : 03:00:20 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $LTC, $NEO, $XVG, $QTUM, $XMR, $ETC, $STRAT https://t.co/FtuwjF6uDV",FALSE,1,NA,2017-08-28 07:00:21,FALSE,NA,"902063283838095360",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/FtuwjF6uDV"
"552","1hr Report : 04:00:24 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $LTC, $NEO, $XVG, $XRP, $QTUM, $XMR, $ETC https://t.co/9FdxnbUuHY",FALSE,0,NA,2017-08-28 08:00:25,FALSE,NA,"902078402341072896",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/9FdxnbUuHY"
"547","1hr Report : 05:00:27 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $NEO, $LTC, $XVG, $XRP, $STRAT, $BAT, $QTUM https://t.co/BOQbQQSfqF",FALSE,2,NA,2017-08-28 09:00:27,FALSE,NA,"902093511335530497",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/BOQbQQSfqF"
"540","1hr Report : 06:00:32 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $NEO, $LTC, $XVG, $XRP, $STRAT, $QTUM, $BAT https://t.co/IkaAaaRuv1",FALSE,2,NA,2017-08-28 10:00:33,FALSE,NA,"902108634871713794",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",5,FALSE,FALSE,NA,NA,"https://t.co/IkaAaaRuv1"
"534","1hr Report : 07:00:36 UTC Top 10 Mentions
$BTC, $ETH, $MCO, $NEO, $LTC, $XVG, $XRP, $STRAT, $XMR, $QTUM https://t.co/RfaqXMvCGT",FALSE,3,NA,2017-08-28 11:00:37,FALSE,NA,"902123749985722368",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/RfaqXMvCGT"
"530","1hr Report : 08:00:40 UTC Top 10 Mentions
$BTC, $ETH, $MCO, $NEO, $LTC, $XVG, $XMR, $XRP, $STRAT, $QTUM https://t.co/75XDrxYGVu",FALSE,0,NA,2017-08-28 12:00:41,FALSE,NA,"902138865082871808",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/75XDrxYGVu"
"527","1hr Report : 09:00:44 UTC Top 10 Mentions
$BTC, $ETH, $MCO, $LTC, $NEO, $XVG, $XMR, $XRP, $STRAT, $QTUM https://t.co/rMjooGvwHS",FALSE,4,NA,2017-08-28 13:00:45,FALSE,NA,"902153981392236544",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/rMjooGvwHS"
"522","1hr Report : 10:00:49 UTC Top 10 Mentions
$BTC, $ETH, $MCO, $LTC, $NEO, $XVG, $XMR, $STRAT, $XRP, $QTUM https://t.co/m4DJqSHy0M",FALSE,1,NA,2017-08-28 14:00:50,FALSE,NA,"902169102302707712",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/m4DJqSHy0M"
"518","1hr Report : 11:00:53 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $LTC, $NEO, $XVG, $STRAT, $XMR, $XRP, $QTUM https://t.co/w7952AWnLn",FALSE,0,NA,2017-08-28 15:00:54,FALSE,NA,"902184220994437120",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/w7952AWnLn"
"513","1hr Report : 12:00:57 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $LTC, $NEO, $XVG, $STRAT, $XMR, $XRP, $ARK https://t.co/3DrKmR3dhr",FALSE,1,NA,2017-08-28 16:00:58,FALSE,NA,"902199334565007361",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/3DrKmR3dhr"
"507","1hr Report : 13:01:04 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $LTC, $NEO, $XVG, $STRAT, $XRP, $XMR, $ARK https://t.co/Tt3AbNaUMG",FALSE,0,NA,2017-08-28 17:01:04,FALSE,NA,"902214463008497664",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/Tt3AbNaUMG"
"505","1hr Report : 14:01:08 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $LTC, $NEO, $XVG, $XRP, $STRAT, $XMR, $ARK https://t.co/W2hT7ZIkYi",FALSE,3,NA,2017-08-28 18:01:08,FALSE,NA,"902229579175219200",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/W2hT7ZIkYi"
"503","1hr Report : 16:52:48 UTC Top 10 Mentions
$BTC, $MCO, $NEO, $XRP, $ETH, $LTC, $BAT, $SYS, $XVG, $ARK https://t.co/0xWj5NaFvr",FALSE,3,NA,2017-08-29 20:52:49,FALSE,NA,"902635170251059200",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",5,FALSE,FALSE,NA,NA,"https://t.co/0xWj5NaFvr"
"502","1hr Report : 17:00:14 UTC Top 10 Mentions
$BTC, $MCO, $NEO, $XRP, $ETH, $LTC, $BAT, $SYS, $XVG, $STRAT https://t.co/TpKWXel4e4",FALSE,0,NA,2017-08-29 21:00:15,FALSE,NA,"902637039421677568",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",5,FALSE,FALSE,NA,NA,"https://t.co/TpKWXel4e4"
"498","1hr Report : 18:00:18 UTC Top 10 Mentions
$BTC, $MCO, $NEO, $ETH, $XRP, $LTC, $STRAT, $SYS, $XVG, $ARK https://t.co/bZTdvyPOpQ",FALSE,2,NA,2017-08-29 22:00:19,FALSE,NA,"902652155924025347",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",5,FALSE,FALSE,NA,NA,"https://t.co/bZTdvyPOpQ"
"492","1hr Report : 19:00:21 UTC Top 10 Mentions
$BTC, $MCO, $NEO, $ETH, $XRP, $LTC, $STRAT, $PAY, $XVG, $ARK https://t.co/yW7OoBLcYA",FALSE,6,NA,2017-08-29 23:00:21,FALSE,NA,"902667267367993344",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/yW7OoBLcYA"
"487","1hr Report : 20:00:24 UTC Top 10 Mentions
$BTC, $MCO, $NEO, $ETH, $XRP, $LTC, $STRAT, $PAY, $XVG, $ARK https://t.co/XU4zxeF4yJ",FALSE,2,NA,2017-08-30 00:00:24,FALSE,NA,"902682379168473089",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/XU4zxeF4yJ"
"483","1hr Report : 21:00:28 UTC Top 10 Mentions
$BTC, $MCO, $NEO, $ETH, $XRP, $LTC, $STRAT, $XVG, $PAY, $ARK https://t.co/sJ30HQdQYV",FALSE,2,NA,2017-08-30 01:00:28,FALSE,NA,"902697495238766595",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",9,FALSE,FALSE,NA,NA,"https://t.co/sJ30HQdQYV"
"479","1hr Report : 22:00:30 UTC Top 10 Mentions
$BTC, $MCO, $NEO, $ETH, $XRP, $LTC, $XVG, $STRAT, $PAY, $OMG https://t.co/pzJgarAWXG",FALSE,3,NA,2017-08-30 02:00:30,FALSE,NA,"902712602568077312",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/pzJgarAWXG"
"476","1hr Report : 23:00:33 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $NEO, $XRP, $LTC, $OMG, $XVG, $STRAT, $PAY https://t.co/YhnFRLaHPk",FALSE,1,NA,2017-08-30 03:00:34,FALSE,NA,"902727718365736960",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/YhnFRLaHPk"
"472","1hr Report : 00:00:35 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $NEO, $XRP, $LTC, $OMG, $XVG, $PAY, $STRAT https://t.co/0kNwOwg7to",FALSE,0,NA,2017-08-30 04:00:36,FALSE,NA,"902742826970218497",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/0kNwOwg7to"
"467","1hr Report : 01:00:39 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XRP, $LTC, $OMG, $XVG, $PAY, $SYS https://t.co/S5c5ZDpdf8",FALSE,2,NA,2017-08-30 05:00:39,FALSE,NA,"902757939651514368",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/S5c5ZDpdf8"
"465","1hr Report : 02:00:43 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XRP, $LTC, $OMG, $XVG, $PAY, $STRAT https://t.co/DArcZ2X28y",FALSE,0,NA,2017-08-30 06:00:44,FALSE,NA,"902773057751851008",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/DArcZ2X28y"
"461","1hr Report : 03:00:47 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XRP, $LTC, $OMG, $XVG, $PAY, $UBQ https://t.co/j3U9HzDzyT",FALSE,2,NA,2017-08-30 07:00:47,FALSE,NA,"902788172417036289",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/j3U9HzDzyT"
"460","1hr Report : 04:00:48 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XRP, $LTC, $OMG, $XVG, $PAY, $UBQ https://t.co/NC5lKKuSiF",FALSE,1,NA,2017-08-30 08:00:49,FALSE,NA,"902803277288538112",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/NC5lKKuSiF"
"457","1hr Report : 05:00:53 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XRP, $LTC, $OMG, $XVG, $PAY, $DGB https://t.co/XMO8bEqa3j",FALSE,3,NA,2017-08-30 09:00:54,FALSE,NA,"902818399016939520",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/XMO8bEqa3j"
"452","1hr Report : 06:00:56 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XRP, $LTC, $OMG, $XVG, $DGB, $PAY https://t.co/NQJS5Tl7Rw",FALSE,2,NA,2017-08-30 10:00:57,FALSE,NA,"902833510272167936",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/NQJS5Tl7Rw"
"450","1hr Report : 07:01:02 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $XRP, $OMG, $XVG, $PAY, $DGB https://t.co/cLsjh6s05k",FALSE,4,NA,2017-08-30 11:01:03,FALSE,NA,"902848634030608384",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/cLsjh6s05k"
"448","1hr Report : 08:01:05 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $XRP, $OMG, $XVG, $DGB, $PAY https://t.co/elTwSETcei",FALSE,0,NA,2017-08-30 12:01:06,FALSE,NA,"902863748427284480",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/elTwSETcei"
"443","1hr Report : 09:01:12 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $XRP, $OMG, $XVG, $DGB, $PAY https://t.co/S8FgEt1n3i",FALSE,0,NA,2017-08-30 13:01:12,FALSE,NA,"902878874362667009",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/S8FgEt1n3i"
"440","1hr Report : 10:01:19 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $XRP, $OMG, $NXS, $DGB, $XVG https://t.co/JQ8QnEhK7b",FALSE,2,NA,2017-08-30 14:01:20,FALSE,NA,"902894006769766401",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/JQ8QnEhK7b"
"438","1hr Report : 11:01:24 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $XRP, $OMG, $DGB, $NXS, $XVG https://t.co/rOcp9yAqfd",FALSE,0,NA,2017-08-30 15:01:25,FALSE,NA,"902909124039540739",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/rOcp9yAqfd"
"429","1hr Report : 14:01:35 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $XRP, $OMG, $PAY, $DGB, $XVG https://t.co/aBXdRD3RKg",FALSE,1,NA,2017-08-30 18:01:36,FALSE,NA,"902954470518251527",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/aBXdRD3RKg"
"426","1hr Report : 15:01:44 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $XRP, $OMG, $PAY, $DGB, $XVG https://t.co/RtwjWimyPJ",FALSE,0,NA,2017-08-30 19:01:44,FALSE,NA,"902969605139914752",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/RtwjWimyPJ"
"420","1hr Report : 18:01:57 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $OMG, $XRP, $PAY, $XVG, $DGB https://t.co/5vtSurfSpY",FALSE,1,NA,2017-08-30 22:01:58,FALSE,NA,"903014961135456260",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/5vtSurfSpY"
"419","1hr Report : 19:01:59 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LTC, $OMG, $XRP, $PAY, $XVG, $DGB https://t.co/Stne4tC1fP",FALSE,6,NA,2017-08-30 23:02:00,FALSE,NA,"903030066682179584",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/Stne4tC1fP"
"412","1hr Report : 01:00:14 UTC Top 10 Mentions
$BTC, $ETH, $MCO, $XVG, $XEM, $LTC, $DGB, $NEO, $OMG, $XRP https://t.co/uHHcvGdhuc",FALSE,8,NA,2017-08-31 05:00:15,FALSE,NA,"903120225322893312",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/uHHcvGdhuc"
"409","1hr Report : 02:00:17 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $RISE, $MCO, $XVG, $NEO, $DGB, $XEM, $OMG https://t.co/zQWa8ixjgP",FALSE,1,NA,2017-08-31 06:00:18,FALSE,NA,"903135335198199808",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/zQWa8ixjgP"
"404","1hr Report : 03:00:22 UTC Top 10 Mentions
$BTC, $ETH, $RISE, $LTC, $XVG, $MCO, $NEO, $DGB, $ARK, $XRP https://t.co/iMQNALHVDq",FALSE,3,NA,2017-08-31 07:00:23,FALSE,NA,"903150457136320512",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/iMQNALHVDq"
"399","1hr Report : 04:00:26 UTC Top 10 Mentions
$BTC, $ETH, $RISE, $XVG, $LTC, $MCO, $NEO, $DGB, $XRP, $OMG https://t.co/HPQjkZ22ys",FALSE,5,NA,2017-08-31 08:00:27,FALSE,NA,"903165573596631040",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/HPQjkZ22ys"
"397","1hr Report : 05:00:31 UTC Top 10 Mentions
$BTC, $ETH, $XVG, $RISE, $LTC, $MCO, $DGB, $NEO, $XRP, $OMG https://t.co/xhT1lSNbXK",FALSE,3,NA,2017-08-31 09:00:32,FALSE,NA,"903180693286551555",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/xhT1lSNbXK"
"395","1hr Report : 06:00:35 UTC Top 10 Mentions
$BTC, $ETH, $XVG, $RISE, $MCO, $NEO, $LTC, $DGB, $OMG, $NXS https://t.co/V1XyFTss8w",FALSE,0,NA,2017-08-31 10:00:36,FALSE,NA,"903195811458232320",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/V1XyFTss8w"
"389","1hr Report : 07:00:41 UTC Top 10 Mentions
$BTC, $ETH, $MCO, $XVG, $RISE, $LTC, $NEO, $LSK, $DGB, $OMG https://t.co/zXDHNnXt2W",FALSE,1,NA,2017-08-31 11:00:42,FALSE,NA,"903210935401238528",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/zXDHNnXt2W"
"388","1hr Report : 08:00:47 UTC Top 10 Mentions
$BTC, $MCO, $ETH, $XVG, $RISE, $LTC, $LSK, $NEO, $DGB, $OMG https://t.co/QwRMWl3Zra",FALSE,0,NA,2017-08-31 12:00:48,FALSE,NA,"903226058585014272",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/QwRMWl3Zra"
"385","1hr Report : 09:00:50 UTC Top 10 Mentions
$BTC, $MCO, $XVG, $ETH, $RISE, $LTC, $LSK, $NEO, $DGB, $OMG https://t.co/8ZkeEIlPQf",FALSE,4,NA,2017-08-31 13:00:51,FALSE,NA,"903241171358687232",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/8ZkeEIlPQf"
"381","1hr Report : 10:01:01 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $RISE, $DGB, $NEO, $LSK, $OMG https://t.co/mdzMufhSCX",FALSE,0,NA,2017-08-31 14:01:02,FALSE,NA,"903256317808300032",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/mdzMufhSCX"
"378","1hr Report : 11:00:37 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $DGB, $RISE, $LSK, $XRP https://t.co/vvnhY915Mm",FALSE,6,NA,2017-08-31 15:00:37,FALSE,NA,"903271313866985473",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/vvnhY915Mm"
"377","1hr Report : 12:00:38 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $DGB, $RISE, $XRP, $LSK https://t.co/AxZ03rySPG",FALSE,0,NA,2017-08-31 16:00:39,FALSE,NA,"903286419707359232",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/AxZ03rySPG"
"376","1hr Report : 13:00:42 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $DGB, $XRP, $RISE, $LSK https://t.co/H0lVEtghmT",FALSE,3,NA,2017-08-31 17:00:43,FALSE,NA,"903301536167677953",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/H0lVEtghmT"
"375","1hr Report : 14:00:45 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $XRP, $DGB, $RISE, $LSK https://t.co/1wTuC9HrFz",FALSE,3,NA,2017-08-31 18:00:45,FALSE,NA,"903316646051414018",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/1wTuC9HrFz"
"374","1hr Report : 15:00:47 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/nbTAMftiM6",FALSE,1,NA,2017-08-31 19:00:48,FALSE,NA,"903331756316733443",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/nbTAMftiM6"
"373","1hr Report : 16:00:51 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/q1rY2cCIw4",FALSE,6,NA,2017-08-31 20:00:51,FALSE,NA,"903346869392330752",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/q1rY2cCIw4"
"372","1hr Report : 17:00:56 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/frcjUpOahw",FALSE,2,NA,2017-08-31 21:00:57,FALSE,NA,"903361993041686529",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/frcjUpOahw"
"371","1hr Report : 18:00:59 UTC Top 10 Mentions
$BTC, $XVG, $MCO, $ETH, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/GYMAQe8uwv",FALSE,0,NA,2017-08-31 22:00:59,FALSE,NA,"903377101738434560",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/GYMAQe8uwv"
"370","1hr Report : 19:01:01 UTC Top 10 Mentions
$BTC, $XVG, $ETH, $MCO, $LTC, $NEO, $XRP, $DGB, $OMG, $RISE https://t.co/uqnwdalyTi",FALSE,4,NA,2017-08-31 23:01:02,FALSE,NA,"903392211857018880",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",11,FALSE,FALSE,NA,NA,"https://t.co/uqnwdalyTi"
"369","1hr Report : 20:01:03 UTC Top 10 Mentions
$BTC, $XVG, $ETH, $MCO, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/n3jUy7keBW",FALSE,2,NA,2017-09-01 00:01:04,FALSE,NA,"903407321547759617",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/n3jUy7keBW"
"368","1hr Report : 21:01:04 UTC Top 10 Mentions
$BTC, $XVG, $ETH, $MCO, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/xyC8HolicV",FALSE,0,NA,2017-09-01 01:01:05,FALSE,NA,"903422423269289984",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/xyC8HolicV"
"367","1hr Report : 22:01:07 UTC Top 10 Mentions
$BTC, $XVG, $ETH, $MCO, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/UOcTjZ0fv0",FALSE,1,NA,2017-09-01 02:01:08,FALSE,NA,"903437535501836291",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/UOcTjZ0fv0"
"366","1hr Report : 23:01:09 UTC Top 10 Mentions
$BTC, $XVG, $ETH, $MCO, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/AiI2B2CE9s",FALSE,3,NA,2017-09-01 03:01:10,FALSE,NA,"903452645540671488",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/AiI2B2CE9s"
"365","1hr Report : 00:01:08 UTC Top 10 Mentions
$BTC, $XVG, $ETH, $MCO, $LTC, $NEO, $XRP, $DGB, $RISE, $OMG https://t.co/dkIK8vcnmP",FALSE,1,NA,2017-09-01 04:01:09,FALSE,NA,"903467738483458048",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/dkIK8vcnmP"
